age,job,marital,education,balance,housing,loan,deposit
50,management,married,tertiary,398,no,no,no
59,retired,married,secondary,417,yes,no,no
58,unemployed,married,secondary,610,yes,no,no
49,technician,single,tertiary,2585,no,no,no
47,technician,married,secondary,321,yes,yes,no
38,services,married,primary,0,yes,no,no
32,management,single,tertiary,4,no,no,no
40,blue-collar,single,unknown,29,no,no,no
50,technician,married,secondary,892,yes,yes,no
35,management,single,tertiary,0,no,yes,no
47,admin.,married,secondary,1387,yes,no,no
27,admin.,single,secondary,454,no,yes,no
48,housemaid,single,secondary,71,no,no,no
40,blue-collar,married,primary,-35,yes,no,no
35,self-employed,married,secondary,2251,no,no,no
39,housemaid,married,primary,2460,no,no,no
34,blue-collar,married,secondary,34,no,no,no
36,admin.,single,secondary,1281,no,no,no
56,blue-collar,divorced,primary,3021,no,no,no
30,technician,married,tertiary,141,no,no,no
51,blue-collar,married,secondary,500,no,no,no
41,blue-collar,married,secondary,1459,no,no,no
35,admin.,married,secondary,-244,yes,yes,no
53,management,married,tertiary,1356,yes,no,no
25,blue-collar,single,primary,-289,yes,no,no
34,management,single,tertiary,1396,yes,no,no
29,services,single,secondary,9,no,yes,no
33,services,married,secondary,70,yes,no,no
43,admin.,married,secondary,877,yes,no,no
47,blue-collar,married,primary,113,yes,no,no
35,admin.,single,secondary,368,yes,no,no
49,entrepreneur,married,secondary,89,yes,no,no
41,services,married,primary,450,yes,no,no
49,services,married,unknown,463,yes,no,no
44,blue-collar,married,secondary,1397,no,no,no
32,services,single,secondary,310,yes,no,no
27,self-employed,single,tertiary,270,yes,no,no
53,technician,married,secondary,65,no,no,no
55,admin.,married,secondary,865,yes,no,no
60,retired,married,secondary,7,no,yes,no
27,management,single,secondary,145,yes,no,no
58,self-employed,married,tertiary,327,no,yes,no
42,blue-collar,married,secondary,429,yes,no,no
31,services,married,secondary,1167,yes,yes,no
30,management,single,tertiary,2995,yes,no,no
32,management,single,tertiary,974,yes,no,no
56,self-employed,married,secondary,784,no,yes,no
57,retired,divorced,secondary,316,no,no,no
57,management,married,tertiary,0,yes,no,no
39,technician,married,secondary,211,no,no,no
37,blue-collar,married,secondary,342,yes,no,no
32,management,married,tertiary,628,no,no,no
41,blue-collar,married,secondary,0,yes,no,no
49,unemployed,married,secondary,769,yes,no,no
36,blue-collar,divorced,secondary,2278,yes,no,no
58,retired,married,primary,1351,yes,no,no
58,technician,married,unknown,49,yes,no,no
33,services,married,secondary,1082,yes,yes,no
31,management,single,tertiary,5691,yes,no,no
46,blue-collar,divorced,primary,916,yes,no,no
42,unemployed,divorced,secondary,325,yes,no,no
46,admin.,married,secondary,0,yes,yes,no
47,management,married,tertiary,2475,yes,no,no
42,self-employed,married,primary,3717,no,no,no
53,entrepreneur,married,secondary,288,no,no,no
31,admin.,married,secondary,1130,yes,no,no
39,blue-collar,married,primary,2715,yes,no,no
57,blue-collar,married,primary,23,yes,no,no
29,blue-collar,single,secondary,0,no,no,no
32,blue-collar,single,secondary,-84,yes,no,no
38,self-employed,married,secondary,290,yes,no,no
34,self-employed,single,tertiary,36,no,no,no
35,admin.,married,secondary,-488,yes,no,no
55,blue-collar,married,secondary,-473,yes,no,no
42,management,married,tertiary,1272,yes,no,no
32,management,married,secondary,0,no,no,no
50,management,divorced,primary,-6,yes,no,no
56,admin.,married,secondary,510,yes,no,no
36,technician,single,secondary,818,yes,yes,no
49,management,married,secondary,543,yes,no,no
48,management,married,tertiary,7867,yes,yes,no
32,technician,single,tertiary,1212,yes,no,no
35,management,married,secondary,533,no,no,no
48,management,married,tertiary,291,yes,no,no
40,services,single,secondary,573,yes,no,no
55,retired,married,secondary,1279,yes,no,no
50,blue-collar,married,primary,280,yes,no,no
55,technician,married,unknown,574,yes,no,no
26,blue-collar,single,secondary,658,no,yes,no
34,technician,married,secondary,2019,yes,yes,no
45,management,married,tertiary,22815,no,no,no
44,entrepreneur,married,secondary,887,yes,no,no
34,management,married,tertiary,303,yes,no,no
39,services,single,secondary,326,yes,no,no
31,management,single,secondary,453,yes,no,no
27,management,single,tertiary,0,no,yes,no
41,management,married,tertiary,4063,yes,no,no
45,technician,married,secondary,2403,no,no,no
28,services,single,secondary,123,yes,no,no
39,unemployed,married,secondary,270,yes,no,no
31,technician,single,tertiary,424,no,no,no
31,management,married,tertiary,1230,yes,no,no
31,admin.,single,secondary,387,yes,no,no
35,technician,single,primary,744,yes,no,no
32,technician,single,tertiary,696,no,yes,no
49,management,married,tertiary,4594,no,no,no
42,entrepreneur,married,secondary,1002,no,no,no
31,management,single,tertiary,-173,yes,no,no
35,services,single,secondary,1239,yes,no,no
31,technician,single,secondary,354,no,yes,no
45,admin.,single,secondary,375,no,yes,no
24,blue-collar,single,secondary,3,yes,no,no
49,self-employed,divorced,secondary,6116,yes,no,no
36,self-employed,married,tertiary,4515,yes,no,no
28,blue-collar,single,tertiary,727,yes,no,no
54,retired,married,secondary,3846,yes,yes,no
27,blue-collar,single,primary,1128,yes,no,no
34,management,divorced,tertiary,1173,no,yes,no
40,management,single,tertiary,27,no,no,no
32,admin.,single,tertiary,328,yes,yes,no
41,admin.,married,secondary,0,yes,no,no
38,services,single,primary,-87,yes,no,no
35,admin.,single,secondary,2830,no,no,no
31,technician,married,secondary,4,no,no,no
47,entrepreneur,married,secondary,0,no,no,no
41,admin.,married,secondary,80,no,no,no
29,admin.,single,secondary,2768,yes,no,no
33,management,married,tertiary,5,yes,no,no
89,retired,married,tertiary,553,no,no,no
54,blue-collar,married,secondary,-102,yes,no,no
72,retired,married,primary,2079,no,no,no
29,blue-collar,married,secondary,1,yes,no,no
41,blue-collar,married,secondary,598,yes,no,no
39,housemaid,married,primary,34,yes,no,no
41,services,divorced,secondary,-19,yes,no,no
31,blue-collar,married,primary,292,yes,yes,no
32,services,married,secondary,144,yes,no,no
52,admin.,married,secondary,1113,no,yes,no
41,entrepreneur,married,tertiary,121,yes,no,no
45,management,married,tertiary,904,yes,yes,no
29,admin.,single,secondary,-498,yes,no,no
32,admin.,married,tertiary,0,yes,no,no
35,blue-collar,married,secondary,67,no,no,no
54,technician,married,secondary,3967,no,yes,no
41,self-employed,married,secondary,305,yes,no,no
42,blue-collar,married,primary,260,yes,no,no
59,management,divorced,tertiary,258,yes,no,no
58,retired,married,primary,0,no,no,no
32,services,single,secondary,72,no,no,no
56,technician,single,primary,145,yes,no,no
50,management,divorced,tertiary,2564,yes,no,no
45,services,married,primary,7811,no,no,no
59,retired,married,secondary,5744,no,no,no
47,blue-collar,married,primary,673,yes,yes,no
54,management,single,secondary,602,no,no,no
40,services,married,secondary,9374,yes,no,no
37,management,married,tertiary,5016,no,no,no
29,blue-collar,married,secondary,508,yes,yes,no
36,blue-collar,married,primary,156,yes,no,no
33,management,married,tertiary,0,yes,no,no
32,management,divorced,tertiary,12,no,no,no
53,technician,married,secondary,7984,yes,no,no
33,services,married,secondary,255,yes,yes,no
36,admin.,married,tertiary,211,yes,no,no
43,unemployed,divorced,secondary,1854,no,no,no
45,self-employed,married,tertiary,-497,yes,yes,no
52,services,married,secondary,431,no,no,no
48,blue-collar,divorced,secondary,-314,yes,no,no
40,management,married,tertiary,552,no,no,no
31,technician,married,secondary,465,yes,no,no
34,services,single,secondary,544,yes,no,no
54,blue-collar,married,primary,-636,yes,no,no
40,management,married,tertiary,7780,no,no,no
55,unemployed,single,primary,274,no,no,no
33,management,married,tertiary,1148,no,no,no
50,management,married,tertiary,67,no,yes,no
59,retired,divorced,secondary,914,no,no,no
40,services,married,secondary,1293,yes,no,no
45,admin.,married,secondary,111,yes,no,no
32,management,married,tertiary,937,no,no,no
50,blue-collar,married,unknown,605,yes,no,no
58,blue-collar,married,secondary,1457,yes,no,no
38,management,married,tertiary,1617,yes,no,no
57,technician,married,secondary,29207,yes,no,no
31,blue-collar,married,secondary,812,yes,no,no
69,retired,married,primary,324,no,no,no
26,admin.,single,secondary,1327,no,no,no
30,admin.,married,secondary,482,no,no,no
49,blue-collar,married,secondary,134,yes,yes,no
36,blue-collar,married,primary,347,no,no,no
37,technician,married,secondary,1824,yes,no,no
55,blue-collar,divorced,primary,410,no,yes,no
36,management,single,tertiary,-38,yes,no,no
31,self-employed,married,secondary,581,yes,no,no
30,technician,divorced,secondary,3100,yes,no,no
36,services,married,secondary,0,yes,yes,no
50,self-employed,married,secondary,1138,no,no,no
53,unknown,married,unknown,0,no,no,no
39,services,married,secondary,304,yes,yes,no
31,technician,married,tertiary,313,yes,no,no
49,blue-collar,married,primary,1898,no,no,no
35,services,married,secondary,142,yes,no,no
45,blue-collar,married,primary,4696,no,no,no
30,management,single,secondary,135,no,no,no
47,self-employed,married,primary,574,yes,no,no
37,blue-collar,married,primary,1322,yes,no,no
35,technician,married,tertiary,703,no,no,no
41,management,single,tertiary,0,no,no,no
35,unemployed,married,secondary,1,yes,no,no
60,retired,married,primary,55,no,no,no
58,technician,married,secondary,786,yes,no,no
28,management,married,tertiary,22,yes,no,no
57,unemployed,married,secondary,890,no,no,no
35,management,married,tertiary,451,yes,no,no
54,admin.,married,tertiary,59,yes,no,no
31,management,single,tertiary,15,no,no,no
32,blue-collar,single,secondary,15341,no,no,no
56,admin.,single,secondary,-273,no,no,no
35,self-employed,married,tertiary,28,no,yes,no
33,blue-collar,married,secondary,58,no,no,no
50,technician,married,secondary,103,yes,no,no
46,management,single,secondary,244,yes,no,no
35,services,married,secondary,0,no,no,no
49,admin.,married,secondary,880,yes,yes,no
56,management,divorced,tertiary,-141,no,no,no
33,blue-collar,single,primary,447,yes,no,no
37,entrepreneur,married,primary,62,no,no,no
30,blue-collar,single,secondary,148,no,no,no
34,admin.,single,secondary,79,yes,no,no
29,blue-collar,single,secondary,9,yes,no,no
32,management,married,tertiary,578,no,yes,no
29,blue-collar,married,primary,-382,yes,no,no
50,blue-collar,married,primary,888,no,yes,no
58,technician,single,secondary,382,no,no,no
30,management,married,tertiary,1390,no,no,no
52,entrepreneur,married,primary,-104,no,yes,no
39,management,married,tertiary,22,yes,no,no
43,technician,divorced,secondary,-36,yes,no,no
51,technician,married,secondary,130,no,no,no
38,admin.,single,secondary,77,no,no,no
30,self-employed,single,secondary,1031,no,no,no
52,management,divorced,primary,92,no,yes,no
40,technician,married,tertiary,1063,yes,yes,no
37,technician,married,secondary,0,yes,yes,no
30,blue-collar,married,secondary,282,yes,yes,no
51,management,married,tertiary,1394,yes,no,no
27,technician,single,secondary,16,no,no,no
35,blue-collar,married,secondary,975,yes,no,no
47,admin.,married,tertiary,12276,no,no,no
29,blue-collar,married,secondary,313,yes,no,no
52,admin.,married,secondary,1648,yes,no,no
43,admin.,single,secondary,6,no,no,no
31,blue-collar,married,primary,1127,yes,no,no
54,blue-collar,married,secondary,1070,no,no,no
59,housemaid,married,secondary,1040,no,no,no
51,blue-collar,married,secondary,50,yes,yes,no
32,management,married,tertiary,62,yes,no,no
42,blue-collar,married,secondary,-755,yes,yes,no
46,blue-collar,married,secondary,4707,yes,no,no
30,technician,single,secondary,925,no,no,no
42,management,divorced,primary,0,yes,no,no
39,blue-collar,married,primary,867,yes,no,no
31,management,single,tertiary,-201,yes,no,no
35,blue-collar,married,secondary,120,yes,no,no
34,admin.,married,secondary,61,no,yes,no
42,technician,divorced,secondary,0,yes,no,no
57,management,married,primary,687,yes,yes,no
38,management,single,tertiary,38,no,no,no
29,blue-collar,single,secondary,2806,no,no,no
46,management,married,secondary,-27,yes,no,no
48,management,married,tertiary,2498,no,no,no
33,technician,married,secondary,390,no,no,no
59,admin.,single,secondary,-423,yes,yes,no
23,technician,single,secondary,1587,yes,yes,no
37,blue-collar,married,secondary,288,yes,no,no
40,technician,single,secondary,822,yes,yes,no
44,blue-collar,divorced,secondary,-222,yes,no,no
37,blue-collar,single,secondary,197,yes,no,no
28,services,single,secondary,159,yes,no,no
39,technician,single,secondary,681,yes,no,no
57,retired,divorced,primary,0,no,yes,no
38,blue-collar,single,unknown,495,yes,no,no
60,blue-collar,married,secondary,414,no,no,no
38,management,divorced,tertiary,151,yes,no,no
26,student,single,secondary,2572,yes,no,no
32,blue-collar,married,secondary,320,yes,no,no
35,management,single,tertiary,304,yes,no,no
30,management,single,secondary,1299,no,no,no
37,blue-collar,married,secondary,740,yes,no,no
36,blue-collar,married,secondary,537,no,yes,no
34,admin.,single,secondary,1581,yes,yes,no
28,blue-collar,married,secondary,708,yes,no,no
37,blue-collar,married,primary,178,yes,yes,no
31,services,single,secondary,671,yes,no,no
34,blue-collar,married,primary,3,yes,no,no
28,technician,single,secondary,981,yes,no,no
38,technician,married,tertiary,1042,yes,no,no
80,retired,married,primary,1021,no,no,no
59,retired,married,secondary,1035,yes,yes,no
54,management,married,tertiary,1114,yes,no,no
29,blue-collar,single,tertiary,98,no,no,no
39,technician,married,secondary,24,yes,no,no
30,technician,single,secondary,486,no,no,no
41,services,divorced,secondary,727,yes,no,no
48,technician,married,secondary,-205,yes,yes,no
26,blue-collar,married,secondary,895,yes,no,no
55,admin.,married,primary,319,no,no,no
36,admin.,single,secondary,206,yes,no,no
31,services,married,secondary,-414,yes,no,no
35,blue-collar,married,primary,-1489,yes,yes,no
30,management,married,tertiary,0,no,no,no
26,blue-collar,single,secondary,249,yes,no,no
32,management,married,tertiary,927,no,no,no
43,blue-collar,divorced,primary,515,yes,no,no
48,admin.,married,secondary,1060,yes,no,no
49,technician,married,secondary,308,no,no,no
34,blue-collar,married,secondary,808,yes,yes,no
27,blue-collar,single,primary,431,yes,no,no
31,admin.,single,secondary,396,yes,no,no
35,technician,single,secondary,-89,yes,no,no
40,admin.,married,secondary,-253,yes,no,no
39,services,married,secondary,0,yes,no,no
19,student,single,unknown,60,no,no,no
40,services,married,secondary,695,yes,no,no
25,admin.,single,tertiary,1141,yes,no,no
38,technician,divorced,tertiary,791,yes,no,no
62,blue-collar,married,primary,1381,no,no,no
27,services,married,secondary,0,yes,no,no
40,technician,married,secondary,-28,yes,yes,no
56,management,married,tertiary,412,no,no,no
33,management,married,tertiary,310,no,no,no
52,blue-collar,married,secondary,1319,no,no,no
33,blue-collar,married,secondary,0,yes,yes,no
38,services,married,secondary,-314,yes,no,no
27,services,married,secondary,511,yes,no,no
54,retired,married,secondary,-152,yes,yes,no
35,admin.,married,secondary,907,no,yes,no
41,blue-collar,single,primary,22,yes,no,no
28,blue-collar,single,secondary,0,no,yes,no
55,management,divorced,tertiary,8044,yes,no,no
56,admin.,single,secondary,1854,yes,no,no
33,blue-collar,single,secondary,1794,yes,no,no
42,technician,married,secondary,2,no,no,no
34,student,single,unknown,2321,no,no,no
35,technician,single,secondary,144,no,no,no
46,technician,divorced,secondary,1,yes,yes,no
31,self-employed,single,secondary,762,no,no,no
48,self-employed,married,tertiary,16,yes,yes,no
38,technician,married,secondary,20,no,no,no
47,services,married,secondary,2070,yes,yes,no
48,management,married,tertiary,308,yes,no,no
57,technician,married,unknown,1617,yes,no,no
30,admin.,married,secondary,39,yes,no,no
39,blue-collar,married,primary,332,yes,no,no
31,management,single,tertiary,713,no,no,no
44,blue-collar,married,secondary,2885,yes,no,no
38,services,married,secondary,968,yes,no,no
58,unknown,married,tertiary,4150,no,no,no
42,management,married,tertiary,687,no,no,no
33,management,married,secondary,333,no,no,no
55,retired,married,primary,1821,no,no,no
34,blue-collar,married,secondary,-436,yes,no,no
30,unknown,single,unknown,6929,no,no,no
35,technician,single,secondary,126,no,no,no
35,technician,married,secondary,2019,yes,yes,no
56,retired,married,secondary,878,no,no,no
27,management,single,tertiary,6791,no,no,no
39,self-employed,divorced,secondary,0,yes,no,no
36,admin.,married,secondary,110,yes,no,no
35,self-employed,married,secondary,28,no,yes,no
34,housemaid,single,primary,443,no,no,no
28,unemployed,single,primary,236,no,no,no
37,technician,married,secondary,2707,yes,no,no
57,technician,married,secondary,1753,yes,no,no
34,services,married,secondary,1182,yes,no,no
38,management,single,tertiary,427,yes,no,no
48,technician,married,primary,788,no,no,no
35,admin.,married,secondary,0,no,no,no
40,blue-collar,married,primary,-509,yes,no,no
48,services,divorced,primary,-110,no,yes,no
54,blue-collar,married,primary,244,yes,no,no
49,services,divorced,secondary,933,no,yes,no
38,technician,married,tertiary,940,no,no,no
44,entrepreneur,married,tertiary,1631,yes,no,no
44,unemployed,married,secondary,-505,yes,no,no
60,admin.,married,secondary,7336,no,no,no
55,services,single,secondary,-40,yes,no,no
27,student,single,primary,25,no,no,no
33,management,single,secondary,0,no,no,no
32,technician,married,secondary,5,yes,no,no
51,blue-collar,married,secondary,-92,yes,no,no
44,admin.,married,secondary,497,yes,no,no
49,blue-collar,married,primary,2356,no,yes,no
42,blue-collar,married,secondary,3,yes,no,no
35,services,married,secondary,128,yes,no,no
32,admin.,married,tertiary,390,yes,yes,no
39,technician,single,secondary,300,no,no,no
54,technician,married,secondary,827,no,yes,no
35,technician,married,tertiary,25,no,no,no
41,technician,single,primary,340,yes,no,no
35,management,married,tertiary,867,yes,no,no
41,blue-collar,married,secondary,140,yes,no,no
36,technician,married,secondary,3,no,no,no
51,self-employed,married,secondary,4920,no,no,no
59,unknown,single,secondary,3237,no,no,no
44,blue-collar,married,primary,0,yes,yes,no
49,admin.,married,secondary,1096,yes,no,no
37,admin.,single,tertiary,869,no,no,no
60,technician,divorced,tertiary,1900,yes,no,no
40,management,married,tertiary,413,yes,no,no
27,blue-collar,married,primary,-588,no,no,no
34,housemaid,married,secondary,0,no,no,no
41,technician,married,secondary,2490,yes,no,no
39,services,married,secondary,20928,no,no,no
34,admin.,married,secondary,560,yes,no,no
38,blue-collar,divorced,secondary,0,yes,no,no
56,blue-collar,married,primary,826,yes,no,no
42,services,married,secondary,115,yes,yes,no
47,student,single,unknown,107,no,no,no
32,blue-collar,married,secondary,320,yes,yes,no
37,blue-collar,married,secondary,-399,yes,yes,no
25,student,single,secondary,703,no,no,no
29,technician,divorced,secondary,328,yes,yes,no
48,management,divorced,tertiary,148,no,no,no
39,self-employed,single,tertiary,2298,yes,yes,no
31,blue-collar,married,secondary,64,yes,no,no
28,management,single,tertiary,4013,yes,no,no
32,management,married,tertiary,0,no,no,no
35,technician,married,tertiary,633,yes,yes,no
51,admin.,married,unknown,-1137,yes,yes,no
32,blue-collar,married,primary,902,yes,no,no
30,blue-collar,married,secondary,2850,no,no,no
54,management,married,tertiary,313,yes,no,no
41,blue-collar,married,secondary,923,yes,no,no
35,admin.,single,primary,8,yes,no,no
44,technician,married,secondary,945,yes,no,no
58,management,married,tertiary,2261,yes,no,no
43,blue-collar,married,primary,18,yes,no,no
52,blue-collar,married,secondary,5828,yes,no,no
60,retired,married,primary,6307,yes,no,no
32,management,single,tertiary,537,no,no,no
41,blue-collar,married,secondary,393,yes,yes,no
54,blue-collar,divorced,primary,215,yes,no,no
30,blue-collar,single,secondary,132,yes,no,no
36,technician,single,secondary,35,no,no,no
27,admin.,single,secondary,125,no,no,no
32,technician,single,secondary,129,yes,no,no
34,management,married,tertiary,0,no,no,no
43,admin.,married,secondary,315,no,no,no
43,services,married,primary,2567,yes,no,no
31,management,divorced,tertiary,883,yes,no,no
37,technician,married,secondary,1120,yes,no,no
51,technician,divorced,secondary,0,yes,no,no
52,blue-collar,married,secondary,1117,yes,no,no
57,blue-collar,married,secondary,773,yes,yes,no
32,technician,single,tertiary,390,yes,no,no
47,admin.,married,secondary,1358,yes,no,no
31,management,married,tertiary,216,no,no,no
27,blue-collar,single,secondary,317,yes,no,no
31,blue-collar,single,primary,2369,yes,no,no
36,admin.,divorced,tertiary,125,yes,no,no
44,blue-collar,married,primary,6,no,no,no
34,blue-collar,married,primary,15841,yes,no,no
32,housemaid,married,primary,51,yes,no,no
52,management,married,secondary,0,yes,yes,no
60,retired,divorced,primary,-79,yes,yes,no
30,services,single,secondary,1881,no,yes,no
48,blue-collar,married,primary,456,yes,yes,no
39,management,married,primary,1873,no,no,no
59,management,divorced,tertiary,0,yes,no,no
42,admin.,married,secondary,445,yes,no,no
77,retired,married,secondary,2123,no,no,no
29,technician,married,secondary,767,yes,no,no
49,technician,divorced,secondary,229,no,no,no
57,retired,married,secondary,3783,yes,no,no
37,blue-collar,married,secondary,140,yes,yes,no
35,technician,married,secondary,6,yes,no,no
63,retired,divorced,secondary,859,no,no,no
37,technician,married,secondary,261,no,no,no
37,services,married,secondary,50,yes,no,no
52,admin.,married,secondary,-462,yes,no,no
60,retired,married,secondary,0,no,no,no
36,technician,married,secondary,283,yes,yes,no
48,self-employed,married,secondary,91,no,no,no
47,entrepreneur,married,tertiary,0,no,no,no
56,management,divorced,tertiary,442,no,no,no
45,blue-collar,married,secondary,0,no,no,no
53,housemaid,married,secondary,1182,yes,no,no
56,blue-collar,married,secondary,316,yes,no,no
59,technician,married,secondary,316,no,no,no
34,management,married,tertiary,402,no,no,no
45,unemployed,single,primary,8725,no,no,no
32,technician,married,unknown,102,yes,no,no
60,self-employed,married,secondary,0,no,no,no
54,blue-collar,divorced,secondary,615,no,yes,no
41,services,married,secondary,0,yes,no,no
44,blue-collar,married,secondary,3060,yes,no,no
40,technician,married,secondary,990,yes,no,no
40,services,divorced,primary,1937,yes,no,no
29,technician,married,secondary,428,no,no,no
28,technician,married,secondary,655,yes,no,no
35,management,married,tertiary,16,no,no,no
33,management,married,tertiary,2044,yes,no,no
33,management,single,tertiary,20,no,no,no
50,retired,married,primary,29,no,no,no
56,management,married,primary,-155,yes,no,no
37,management,single,tertiary,340,no,no,no
53,technician,married,secondary,1776,no,no,no
27,blue-collar,single,secondary,23,no,no,no
46,technician,married,secondary,863,yes,no,no
36,blue-collar,divorced,secondary,7051,no,yes,no
37,admin.,married,secondary,1049,no,no,no
28,admin.,married,tertiary,174,yes,yes,no
40,blue-collar,married,primary,137,no,yes,no
48,blue-collar,married,primary,783,no,yes,no
46,services,married,primary,116,yes,no,no
39,technician,married,primary,2118,yes,no,no
37,management,single,tertiary,10269,yes,no,no
26,admin.,single,secondary,141,yes,no,no
35,blue-collar,divorced,primary,13,no,yes,no
37,management,single,tertiary,0,no,no,no
32,entrepreneur,married,secondary,1996,yes,no,no
31,admin.,single,secondary,1129,yes,no,no
36,housemaid,single,tertiary,561,no,no,no
36,management,married,tertiary,539,no,no,no
38,services,married,secondary,-349,yes,no,no
45,admin.,married,secondary,6971,no,no,no
58,housemaid,married,tertiary,497,no,no,no
34,management,married,tertiary,362,yes,no,no
51,blue-collar,married,primary,4497,yes,no,no
38,technician,single,tertiary,2496,no,no,no
73,retired,married,secondary,2850,no,no,no
57,technician,married,primary,0,no,no,no
45,management,married,tertiary,1199,no,no,no
34,technician,divorced,tertiary,66,no,yes,no
48,admin.,married,unknown,3756,no,no,no
39,blue-collar,single,secondary,1170,no,no,no
35,technician,married,tertiary,944,no,no,no
58,management,divorced,tertiary,50,yes,no,no
36,management,single,tertiary,171,no,no,no
43,services,married,secondary,122,yes,no,no
34,blue-collar,divorced,secondary,1780,yes,no,no
52,technician,married,secondary,136,no,no,no
36,unknown,married,secondary,179,no,no,no
32,blue-collar,single,secondary,232,no,no,no
23,student,single,tertiary,82,no,no,no
57,blue-collar,married,primary,630,yes,no,no
43,blue-collar,married,primary,1202,no,no,no
33,admin.,single,tertiary,867,yes,no,no
45,management,divorced,tertiary,6200,no,no,no
31,admin.,single,secondary,-422,yes,no,no
41,self-employed,single,unknown,426,yes,no,no
47,management,divorced,tertiary,107,no,no,no
39,services,divorced,secondary,-96,yes,yes,no
47,blue-collar,married,secondary,581,yes,no,no
57,technician,married,secondary,402,yes,no,no
52,blue-collar,married,secondary,555,yes,no,no
45,admin.,married,secondary,67,no,no,no
42,management,married,tertiary,72,yes,no,no
32,self-employed,married,secondary,1942,yes,no,no
31,technician,single,secondary,373,no,no,no
25,blue-collar,single,secondary,84,yes,no,no
30,technician,married,secondary,394,no,no,no
33,blue-collar,married,primary,925,no,no,no
29,blue-collar,married,secondary,0,yes,no,no
55,retired,married,secondary,6690,no,no,no
51,admin.,married,secondary,4178,yes,no,no
68,retired,married,secondary,20723,yes,no,no
29,services,single,secondary,887,no,no,no
35,self-employed,married,secondary,598,yes,no,no
38,technician,married,secondary,1,yes,no,no
39,management,divorced,secondary,4314,yes,no,no
47,technician,married,tertiary,2155,no,no,no
22,management,single,tertiary,760,no,no,no
44,admin.,married,secondary,1248,yes,yes,no
38,technician,single,tertiary,5122,yes,no,no
56,services,divorced,secondary,191,no,no,no
56,management,married,secondary,230,no,no,no
54,management,divorced,tertiary,7010,no,no,no
39,services,married,secondary,1970,yes,no,no
36,blue-collar,married,secondary,3935,yes,yes,no
42,admin.,married,secondary,437,yes,no,no
51,technician,divorced,secondary,2323,yes,yes,no
32,management,married,tertiary,2213,no,no,no
31,management,married,tertiary,84,no,yes,no
23,technician,single,secondary,4545,no,no,no
21,student,single,unknown,200,no,no,no
45,admin.,single,secondary,206,yes,no,no
51,technician,married,secondary,2937,no,no,no
36,unemployed,single,tertiary,221,no,no,no
56,blue-collar,married,secondary,1521,yes,yes,no
41,technician,married,secondary,102,yes,yes,no
57,retired,married,secondary,519,yes,no,no
55,blue-collar,married,secondary,660,no,no,no
34,management,divorced,tertiary,500,yes,no,no
32,admin.,married,secondary,1661,yes,no,no
41,blue-collar,single,unknown,961,yes,no,no
32,admin.,divorced,secondary,-273,yes,no,no
53,management,married,tertiary,7067,no,no,no
43,blue-collar,married,unknown,285,yes,no,no
27,services,married,secondary,221,no,yes,no
48,technician,single,secondary,479,no,no,no
33,services,single,tertiary,1595,yes,no,no
41,management,married,tertiary,65,yes,no,no
33,admin.,married,tertiary,640,no,no,no
25,management,single,tertiary,490,no,no,no
38,management,married,tertiary,1440,no,no,no
43,self-employed,married,secondary,918,yes,no,no
56,management,single,tertiary,6507,yes,yes,no
28,services,married,secondary,4,yes,no,no
52,self-employed,married,tertiary,2289,yes,yes,no
32,management,single,tertiary,131,no,no,no
33,services,single,secondary,1852,no,no,no
31,technician,single,tertiary,-749,yes,yes,no
54,technician,married,secondary,719,yes,no,no
36,technician,married,secondary,4613,no,no,no
40,admin.,single,secondary,664,no,no,no
32,admin.,single,tertiary,291,no,no,no
27,student,single,tertiary,24,yes,no,no
42,technician,single,secondary,823,yes,no,no
30,management,married,tertiary,1235,yes,no,no
43,technician,single,secondary,1195,yes,no,no
44,management,married,unknown,21,no,no,no
46,technician,married,secondary,363,yes,no,no
36,blue-collar,single,secondary,0,no,no,no
44,blue-collar,single,primary,0,yes,no,no
30,management,single,tertiary,136,yes,no,no
34,admin.,single,secondary,846,yes,no,no
20,student,single,primary,0,no,no,no
31,services,married,secondary,505,no,no,no
34,blue-collar,married,primary,3986,yes,no,no
27,technician,single,tertiary,11862,no,no,no
47,management,married,primary,145,no,yes,no
56,management,divorced,tertiary,2037,no,no,no
45,technician,divorced,secondary,441,yes,no,no
35,blue-collar,married,primary,105,yes,no,no
32,technician,married,secondary,465,yes,no,no
44,entrepreneur,married,secondary,320,yes,yes,no
38,services,married,secondary,-762,yes,yes,no
32,management,single,tertiary,316,yes,no,no
58,admin.,married,unknown,903,no,no,no
35,management,single,tertiary,123,yes,no,no
40,blue-collar,married,secondary,273,yes,no,no
36,technician,married,secondary,1345,yes,no,no
52,blue-collar,married,secondary,1027,no,no,no
35,technician,single,secondary,1855,yes,no,no
38,services,single,secondary,1315,no,no,no
43,admin.,married,secondary,59,yes,no,no
43,admin.,married,secondary,2682,no,no,no
35,management,married,tertiary,2682,yes,no,no
40,services,married,secondary,3164,yes,no,no
49,technician,divorced,secondary,342,no,yes,no
35,services,single,secondary,1742,yes,no,no
42,technician,divorced,secondary,-106,yes,no,no
29,unemployed,single,unknown,67,no,no,no
26,technician,single,secondary,430,no,no,no
44,blue-collar,single,primary,-234,yes,yes,no
29,management,single,tertiary,0,yes,no,no
36,blue-collar,married,secondary,-206,yes,no,no
30,technician,single,secondary,656,no,yes,no
